seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
k141_64205||full	0.940	0.853	0.940	dsDNAphage	995	0	100.000	0.000
k141_154984||full	0.660	0.953	0.953	ssDNA	1571	0	50.000	0.000
k141_7090||full	0.740	0.147	0.740	dsDNAphage	1821	0	50.000	25.000
k141_52781||full	0.940	0.120	0.940	dsDNAphage	3621	1	50.000	25.000
k141_64213||full	0.600	0.080	0.600	dsDNAphage	1218	0	33.300	0.000
k141_7098||full	0.727	0.093	0.727	dsDNAphage	1811	0	33.300	0.000
k141_87150||full	0.687	0.973	0.973	ssDNA	2532	0	75.000	0.000
k141_87168||full	0.633	0.113	0.633	dsDNAphage	1378	0	33.300	0.000
k141_7145||full	0.793	0.907	0.907	ssDNA	1107	0	33.300	0.000
k141_52829||full	0.740	0.580	0.740	dsDNAphage	3074	0	33.300	0.000
k141_75466||full	0.313	0.860	0.860	ssDNA	1357	0	50.000	0.000
k141_166530||full	0.980	0.647	0.980	dsDNAphage	4969	0	53.800	0.000
k141_98484||full	0.580	0.167	0.580	dsDNAphage	1960	0	66.700	0.000
k141_109951||full	0.500	0.107	0.500	dsDNAphage	2135	0	25.000	0.000
k141_18911||full	0.893	0.480	0.893	dsDNAphage	1585	0	50.000	0.000
k141_143713||full	0.793	0.640	0.793	dsDNAphage	2566	0	100.000	0.000
k141_98527||full	0.987	0.993	0.993	ssDNA	2370	0	66.700	0.000
k141_30246||full	0.620	0.580	0.620	dsDNAphage	2495	0	33.300	0.000
k141_143788||full	0.747	1.000	1.000	ssDNA	1241	0	33.300	0.000
k141_75601||full	0.660	1.000	1.000	ssDNA	2511	0	25.000	0.000
k141_121326||full	0.587	0.827	0.827	ssDNA	2679	0	50.000	0.000
k141_52987||full	0.447	0.627	0.627	ssDNA	1885	0	33.300	0.000
k141_155215||full	0.567	0.873	0.873	ssDNA	1028	0	33.300	0.000
k141_87384||full	0.800	0.093	0.800	dsDNAphage	5277	0	12.500	0.000
k141_155232||full	0.753	0.513	0.753	dsDNAphage	1076	0	25.000	0.000
k141_41855||full	0.353	0.960	0.960	ssDNA	1523	0	50.000	0.000
k141_98635||full	0.320	0.960	0.960	ssDNA	1150	0	50.000	0.000
k141_121399||full	0.560	0.153	0.560	dsDNAphage	1721	0	33.300	0.000
k141_87500||full	0.753	0.107	0.753	dsDNAphage	1324	0	33.300	0.000
k141_19115||full	0.847	0.700	0.847	dsDNAphage	2508	0	16.700	0.000
k141_7406||full	1.000	1.000	1.000	dsDNAphage	1856	1	66.700	0.000
k141_75756||full	0.847	0.407	0.847	dsDNAphage	1898	0	75.000	0.000
k141_41960||full	1.000	0.953	1.000	dsDNAphage	3362	1	62.500	0.000
k141_121477||full	0.933	1.000	1.000	ssDNA	1649	0	25.000	0.000
k141_132851||full	0.627	0.080	0.627	dsDNAphage	2159	0	66.700	33.300
k141_155384||full	0.380	1.000	1.000	ssDNA	1092	0	33.300	0.000
k141_166876||full	1.000	0.940	1.000	dsDNAphage	3650	3	100.000	0.000
k141_42009||full	0.880	0.800	0.880	dsDNAphage	2008	0	25.000	0.000
k141_30492||full	0.980	0.380	0.980	dsDNAphage	2331	1	28.600	0.000
k141_144002||full	0.513	0.787	0.787	ssDNA	861	0	33.300	0.000
k141_64661||full	0.913	0.913	0.913	dsDNAphage	1313	0	25.000	0.000
k141_166895||full	0.747	0.960	0.960	ssDNA	1131	0	33.300	0.000
k141_98783||full	0.493	0.700	0.700	ssDNA	1163	0	50.000	0.000
k141_155421||full	0.833	0.767	0.833	dsDNAphage	2299	0	25.000	0.000
k141_19230||full	0.560	0.200	0.560	dsDNAphage	1294	0	33.300	0.000
k141_75869||full	0.533	0.060	0.533	dsDNAphage	2041	0	66.700	33.300
k141_98819||full	0.667	0.980	0.980	ssDNA	1310	0	33.300	0.000
k141_19247||full	0.527	0.100	0.527	dsDNAphage	1475	0	33.300	0.000
k141_42064||full	0.860	0.973	0.973	ssDNA	1425	0	66.700	0.000
k141_19253||full	0.493	0.940	0.940	ssDNA	1119	0	50.000	0.000
k141_53231||full	0.553	0.873	0.873	ssDNA	1433	0	33.300	0.000
k141_155472||full	0.507	0.987	0.987	ssDNA	1551	0	33.300	0.000
k141_19259||full	0.573	0.693	0.693	ssDNA	1151	0	50.000	0.000
k141_42094||full	0.427	0.953	0.953	ssDNA	1028	0	33.300	0.000
k141_178192||full	0.680	0.020	0.680	dsDNAphage	3882	0	28.600	14.300
k141_53265||full	0.500	0.960	0.960	ssDNA	928	0	50.000	0.000
k141_75919||full	0.940	1.000	1.000	ssDNA	1794	0	75.000	0.000
k141_64743||full	0.807	0.680	0.807	dsDNAphage	2214	0	50.000	0.000
k141_30596||full	0.567	0.793	0.793	ssDNA	1039	0	50.000	0.000
k141_7582||full	0.740	0.433	0.740	dsDNAphage	1703	0	66.700	0.000
k141_155515||full	0.547	0.153	0.547	dsDNAphage	1381	0	50.000	25.000
k141_166987||full	0.560	0.133	0.560	dsDNAphage	1052	0	33.300	0.000
k141_166992||full	0.707	0.847	0.847	ssDNA	1453	0	66.700	0.000
k141_75955||full	0.813	0.580	0.813	dsDNAphage	866	0	50.000	0.000
k141_53349||full	0.607	0.053	0.607	dsDNAphage	1506	0	33.300	0.000
k141_75976||full	0.273	0.773	0.773	ssDNA	2098	0	33.300	0.000
k141_121710||full	0.993	0.547	0.993	dsDNAphage	1746	0	100.000	0.000
k141_7671||full	0.840	0.247	0.840	dsDNAphage	1413	1	50.000	0.000
k141_87757||full	0.987	0.933	0.987	dsDNAphage	2282	2	60.000	0.000
k141_98948||full	0.633	0.680	0.680	ssDNA	3661	0	75.000	0.000
k141_53369||full	0.560	0.640	0.640	ssDNA	1215	0	33.300	0.000
k141_76016||full	0.807	0.240	0.807	dsDNAphage	2489	0	33.300	0.000
k141_42221||full	0.960	0.967	0.967	ssDNA	1583	0	80.000	0.000
k141_53381||full	0.747	1.000	1.000	ssDNA	1653	0	66.700	0.000
k141_64841||full	0.693	0.233	0.693	dsDNAphage	2113	0	33.300	0.000
k141_133102||full	0.793	0.953	0.953	ssDNA	1601	0	33.300	0.000
k141_64850||full	0.540	0.967	0.967	ssDNA	1010	0	50.000	0.000
k141_110450||full	0.333	0.540	0.540	ssDNA	1764	0	50.000	0.000
k141_144223||full	0.307	0.740	0.740	ssDNA	1175	0	50.000	0.000
k141_64895||full	0.500	0.080	0.500	dsDNAphage	2060	0	40.000	20.000
k141_178350||full	0.887	0.240	0.887	dsDNAphage	1711	1	33.300	0.000
k141_42276||full	0.753	0.967	0.967	ssDNA	1267	0	66.700	0.000
k141_133164||full	0.513	0.393	0.513	dsDNAphage	1455	0	33.300	0.000
k141_53477||full	0.500	0.993	0.993	ssDNA	1049	0	50.000	0.000
k141_110501||full	0.660	0.033	0.660	dsDNAphage	1717	0	25.000	0.000
k141_19522||full	0.987	0.807	0.987	dsDNAphage	1999	1	60.000	0.000
k141_144275||full	0.960	0.013	0.960	dsDNAphage	5048	1	11.100	0.000
k141_133190||full	0.620	0.307	0.620	dsDNAphage	2028	0	50.000	0.000
k141_7780||full	0.553	0.353	0.553	dsDNAphage	1173	0	66.700	0.000
k141_110511||full	0.867	0.973	0.973	ssDNA	1815	0	66.700	0.000
k141_121845||full	0.393	0.593	0.593	ssDNA	2159	0	33.300	0.000
k141_121847||full	0.547	0.873	0.873	ssDNA	1005	0	50.000	0.000
k141_87894||full	0.593	0.313	0.593	dsDNAphage	1531	0	33.300	0.000
k141_42333||full	0.347	0.900	0.900	ssDNA	1698	0	50.000	0.000
k141_76144||full	0.900	0.773	0.900	dsDNAphage	1351	0	66.700	0.000
k141_7794||full	0.960	0.227	0.960	dsDNAphage	1980	1	60.000	20.000
k141_178430||full	0.720	0.047	0.720	dsDNAphage	1552	0	25.000	0.000
k141_76176||full	0.960	0.993	0.993	ssDNA	1315	0	66.700	0.000
k141_87928||full	0.507	0.060	0.507	dsDNAphage	1343	0	33.300	0.000
k141_53543||full	0.600	0.987	0.987	ssDNA	1296	0	50.000	0.000
k141_87931||full	0.300	1.000	1.000	ssDNA	1111	0	50.000	0.000
k141_155815||full	0.660	0.933	0.933	ssDNA	1142	0	50.000	0.000
k141_133262||full	0.547	0.720	0.720	ssDNA	1516	0	50.000	0.000
k141_7877||full	0.580	0.607	0.607	ssDNA	1458	0	20.000	0.000
k141_155846||full	0.687	0.940	0.940	ssDNA	1268	0	33.300	0.000
k141_30896||full	0.627	0.053	0.627	dsDNAphage	1577	0	66.700	33.300
k141_76243||full	0.873	0.960	0.960	ssDNA	1227	0	100.000	0.000
k141_87977||full	0.993	0.887	0.993	dsDNAphage	1248	1	33.300	0.000
k141_155876||full	0.500	0.100	0.500	dsDNAphage	1391	0	25.000	0.000
k141_30931||full	0.853	0.980	0.980	ssDNA	2266	0	66.700	0.000
k141_167333||full	0.947	0.207	0.947	dsDNAphage	1292	1	33.300	0.000
k141_42461||full	0.713	0.967	0.967	ssDNA	1800	0	50.000	0.000
k141_53655||full	0.947	0.620	0.947	dsDNAphage	1372	1	33.300	0.000
k141_110651||full	0.460	0.593	0.593	ssDNA	1157	0	33.300	0.000
k141_178559||full	0.920	0.373	0.920	dsDNAphage	1161	0	66.700	0.000
k141_178563||full	0.687	0.313	0.687	dsDNAphage	1478	0	33.300	0.000
k141_99208||full	0.693	0.353	0.693	dsDNAphage	3450	0	40.000	0.000
k141_178582||full	0.640	0.193	0.640	dsDNAphage	1905	0	25.000	0.000
k141_7979||full	0.920	0.713	0.920	dsDNAphage	1212	1	66.700	0.000
k141_167384||full	0.813	0.680	0.813	dsDNAphage	2616	0	66.700	0.000
k141_99230||full	0.613	0.453	0.613	dsDNAphage	1940	0	33.300	0.000
k141_155947||full	0.807	0.253	0.807	dsDNAphage	1145	0	100.000	0.000
k141_99256||full	0.927	0.440	0.927	dsDNAphage	1324	2	100.000	0.000
k141_42549||full	0.973	0.993	0.993	ssDNA	1328	0	33.300	0.000
k141_88131||full	0.653	0.867	0.867	ssDNA	850	0	50.000	0.000
k141_19757||full	0.507	0.640	0.640	ssDNA	1256	0	33.300	0.000
k141_8049||full	0.633	0.153	0.633	dsDNAphage	6239	0	14.300	0.000
k141_167464||full	0.587	0.033	0.587	dsDNAphage	2444	0	50.000	25.000
k141_99309||full	0.973	1.000	1.000	ssDNA	1115	0	66.700	0.000
k141_65243||full	0.573	0.300	0.573	dsDNAphage	2297	0	20.000	0.000
k141_110777||full	0.773	0.960	0.960	ssDNA	1946	0	50.000	0.000
k141_122160||full	0.633	0.913	0.913	ssDNA	1133	0	33.300	0.000
k141_42584||full	0.927	0.000	0.927	dsDNAphage	22137	3	37.500	20.800
k141_8094||full	0.487	0.927	0.927	ssDNA	1632	0	33.300	0.000
k141_178694||full	0.780	0.980	0.980	ssDNA	1844	0	33.300	0.000
k141_156060||full	0.740	0.973	0.973	ssDNA	1724	0	25.000	0.000
k141_178698||full	0.893	0.873	0.893	dsDNAphage	1623	0	100.000	0.000
k141_76485||full	0.327	0.880	0.880	ssDNA	1677	0	50.000	0.000
k141_65299||full	0.713	0.167	0.713	dsDNAphage	1185	0	50.000	0.000
k141_19862||full	0.753	0.080	0.753	dsDNAphage	2871	0	20.000	0.000
k141_42649||full	0.527	0.020	0.527	dsDNAphage	2763	0	40.000	20.000
k141_178779||full	0.847	0.553	0.847	dsDNAphage	1278	0	33.300	0.000
k141_76533||full	0.213	0.900	0.900	ssDNA	1052	0	50.000	0.000
k141_88255||full	0.747	0.200	0.747	dsDNAphage	1130	0	33.300	0.000
k141_31201||full	0.987	1.000	1.000	ssDNA	1016	0	100.000	0.000
k141_167614||full	0.520	0.307	0.520	dsDNAphage	1085	0	66.700	0.000
k141_76574||full	0.813	0.993	0.993	ssDNA	1474	0	33.300	0.000
k141_31242||full	0.480	0.740	0.740	ssDNA	1055	0	100.000	0.000
k141_65412||full	0.880	0.987	0.987	ssDNA	1200	0	66.700	0.000
k141_122324||full	0.960	1.000	1.000	ssDNA	1447	0	50.000	0.000
k141_144737||full	0.580	0.847	0.847	ssDNA	1389	0	33.300	0.000
k141_42817||full	0.700	0.647	0.700	dsDNAphage	1639	0	33.300	0.000
k141_31334||full	0.813	0.980	0.980	ssDNA	922	0	50.000	0.000
k141_99601||full	0.880	0.313	0.880	dsDNAphage	2030	0	50.000	0.000
k141_122390||full	0.713	0.053	0.713	dsDNAphage	2073	0	25.000	0.000
k141_88416||full	0.633	0.920	0.920	ssDNA	1181	0	33.300	0.000
k141_167749||full	1.000	0.707	1.000	dsDNAphage	1923	2	66.700	0.000
k141_20093||full	0.853	0.947	0.947	ssDNA	1536	0	66.700	0.000
k141_156344||full	0.860	1.000	1.000	ssDNA	1115	0	100.000	0.000
k141_31390||full	0.733	0.507	0.733	dsDNAphage	2577	0	50.000	0.000
k141_54053||full	0.967	0.107	0.967	dsDNAphage	2542	2	50.000	0.000
k141_144838||full	0.620	1.000	1.000	ssDNA	1385	0	33.300	0.000
k141_133793||full	0.593	0.080	0.593	dsDNAphage	1610	0	33.300	0.000
k141_65529||full	0.860	0.000	0.860	dsDNAphage	5011	1	33.300	16.700
k141_156362||full	0.487	0.840	0.840	ssDNA	1535	0	33.300	0.000
k141_133796||full	0.967	0.820	0.967	dsDNAphage	1418	0	100.000	0.000
k141_42908||full	0.880	0.993	0.993	ssDNA	1832	0	66.700	0.000
k141_8375||full	0.293	0.780	0.780	ssDNA	1232	0	33.300	0.000
k141_144860||full	0.747	0.200	0.747	dsDNAphage	3181	0	66.700	0.000
k141_54083||full	0.627	0.907	0.907	ssDNA	1130	0	33.300	0.000
k141_167823||full	0.860	0.953	0.953	ssDNA	1324	0	33.300	0.000
k141_31450||full	0.827	1.000	1.000	ssDNA	1033	0	100.000	0.000
k141_144892||full	0.980	1.000	1.000	ssDNA	969	0	100.000	0.000
k141_88524||full	0.407	0.827	0.827	ssDNA	1101	0	50.000	0.000
k141_31478||full	1.000	0.987	1.000	dsDNAphage	1846	1	66.700	0.000
k141_76849||full	0.553	0.827	0.827	ssDNA	1896	0	25.000	0.000
k141_8446||full	0.453	0.873	0.873	ssDNA	1724	0	33.300	0.000
k141_31510||full	0.453	0.733	0.733	ssDNA	1048	0	33.300	0.000
k141_20266||full	0.720	0.993	0.993	ssDNA	1240	0	33.300	0.000
k141_8504||full	0.720	0.253	0.720	dsDNAphage	1126	0	33.300	0.000
k141_133949||full	0.513	0.247	0.513	dsDNAphage	1270	0	50.000	0.000
k141_31566||full	0.773	0.867	0.867	ssDNA	2103	0	25.000	0.000
k141_167912||full	0.527	0.913	0.913	ssDNA	1553	0	50.000	0.000
k141_133965||full	0.460	0.727	0.727	ssDNA	1494	0	33.300	0.000
k141_133974||full	0.793	0.107	0.793	dsDNAphage	1303	0	33.300	0.000
k141_65736||full	0.880	0.560	0.880	dsDNAphage	1056	1	33.300	0.000
k141_65750||full	0.940	0.967	0.967	ssDNA	1696	0	100.000	0.000
k141_156545||full	0.653	0.447	0.653	dsDNAphage	1370	0	50.000	0.000
k141_54274||full	0.813	0.033	0.813	dsDNAphage	1937	0	25.000	0.000
k141_156572||full	0.880	0.127	0.880	dsDNAphage	2028	2	50.000	0.000
k141_43142||full	0.673	0.840	0.840	ssDNA	1451	0	33.300	0.000
k141_8601||full	0.927	0.987	0.987	ssDNA	1150	0	33.300	0.000
k141_20377||full	0.800	0.673	0.800	dsDNAphage	1227	0	25.000	0.000
k141_179227||full	0.587	0.260	0.587	dsDNAphage	1350	0	33.300	0.000
k141_145107||full	0.927	0.953	0.953	ssDNA	514	0	100.000	0.000
k141_20404||full	0.727	0.967	0.967	ssDNA	1045	0	33.300	0.000
k141_54335||full	0.313	0.540	0.540	ssDNA	2910	0	33.300	0.000
k141_88736||full	0.673	0.940	0.940	ssDNA	619	0	50.000	0.000
k141_134106||full	0.587	0.620	0.620	ssDNA	1037	0	50.000	0.000
k141_168038||full	0.420	0.960	0.960	ssDNA	1776	0	33.300	0.000
k141_43226||full	0.600	0.540	0.600	dsDNAphage	1569	0	50.000	0.000
k141_122812||full	0.507	0.473	0.507	dsDNAphage	4040	0	20.000	0.000
k141_65910||full	0.360	1.000	1.000	ssDNA	1140	0	33.300	0.000
k141_54387||full	0.420	0.933	0.933	ssDNA	970	0	50.000	0.000
k141_145216||full	0.633	0.753	0.753	ssDNA	1797	0	33.300	0.000
k141_100096||full	0.540	0.127	0.540	dsDNAphage	1835	0	20.000	0.000
k141_179395||full	0.847	1.000	1.000	ssDNA	1266	0	66.700	0.000
k141_88858||full	0.593	0.313	0.593	dsDNAphage	1040	0	50.000	0.000
k141_156739||full	0.640	0.240	0.640	dsDNAphage	1430	0	66.700	0.000
k141_31843||full	0.553	0.087	0.553	dsDNAphage	2233	0	25.000	0.000
k141_134224||full	0.567	0.060	0.567	dsDNAphage	2771	0	40.000	20.000
k141_100141||full	0.413	0.947	0.947	ssDNA	1000	0	33.300	0.000
k141_111561||full	0.833	0.053	0.833	dsDNAphage	1294	1	25.000	0.000
k141_20569||full	0.687	0.973	0.973	ssDNA	1026	0	50.000	0.000
k141_65999||full	0.747	0.633	0.747	dsDNAphage	1104	0	100.000	0.000
k141_20572||full	0.187	0.820	0.820	ssDNA	1413	0	33.300	0.000
k141_134267||full	0.507	0.027	0.507	dsDNAphage	1569	0	33.300	0.000
k141_156793||full	0.820	0.967	0.967	ssDNA	1784	0	66.700	0.000
k141_8845||full	0.513	0.373	0.513	dsDNAphage	1013	0	50.000	0.000
k141_66017||full	0.947	0.993	0.993	ssDNA	1422	0	100.000	0.000
k141_20615||full	0.847	0.373	0.847	dsDNAphage	2912	0	71.400	0.000
k141_43397||full	0.427	0.847	0.847	ssDNA	1481	0	50.000	0.000
k141_43399||full	0.453	0.980	0.980	ssDNA	1285	0	50.000	0.000
k141_66078||full	0.887	0.120	0.887	dsDNAphage	1100	0	25.000	0.000
k141_168191||full	0.633	0.140	0.633	dsDNAphage	1506	0	40.000	20.000
k141_156917||full	0.613	0.800	0.800	ssDNA	841	0	33.300	0.000
k141_77284||full	0.800	0.853	0.853	ssDNA	2264	0	50.000	0.000
k141_20713||full	0.793	0.420	0.793	dsDNAphage	1314	0	33.300	0.000
k141_89039||full	0.447	0.773	0.773	ssDNA	1057	0	50.000	0.000
k141_111690||full	0.527	0.040	0.527	dsDNAphage	2192	0	20.000	0.000
k141_179613||full	0.753	0.407	0.753	dsDNAphage	2045	1	25.000	0.000
k141_89059||full	0.500	0.920	0.920	ssDNA	1721	0	33.300	0.000
k141_32013||full	0.893	0.993	0.993	ssDNA	1069	0	100.000	0.000
k141_111716||full	0.747	0.633	0.747	dsDNAphage	2162	0	33.300	0.000
k141_100350||full	0.760	0.127	0.760	dsDNAphage	1510	0	66.700	33.300
k141_100352||full	0.833	0.300	0.833	dsDNAphage	2015	0	25.000	0.000
k141_100363||full	0.833	0.013	0.833	dsDNAphage	14308	2	30.000	30.000
k141_54690||full	0.507	0.947	0.947	ssDNA	2143	0	33.300	0.000
k141_32058||full	0.973	1.000	1.000	ssDNA	1480	0	66.700	0.000
k141_43556||full	0.533	0.047	0.533	dsDNAphage	3032	0	33.300	0.000
k141_54728||full	0.420	0.820	0.820	ssDNA	1360	0	33.300	0.000
k141_89146||full	0.967	1.000	1.000	ssDNA	1429	0	66.700	0.000
k141_100406||full	0.187	0.847	0.847	ssDNA	1688	0	50.000	0.000
k141_179715||full	0.920	0.320	0.920	dsDNAphage	1873	0	80.000	0.000
k141_43605||full	0.613	1.000	1.000	ssDNA	978	0	50.000	0.000
k141_66222||full	0.253	0.673	0.673	ssDNA	1931	0	50.000	0.000
k141_9124||full	0.673	0.987	0.987	ssDNA	1059	0	33.300	0.000
k141_145617||full	0.613	0.507	0.613	dsDNAphage	1075	0	33.300	0.000
k141_134554||full	0.520	0.100	0.520	dsDNAphage	2735	0	40.000	0.000
k141_168403||full	0.653	0.867	0.867	ssDNA	1071	0	66.700	0.000
k141_179769||full	0.900	0.887	0.900	dsDNAphage	1301	0	25.000	0.000
k141_89236||full	0.980	0.987	0.987	ssDNA	2225	0	50.000	0.000
k141_43658||full	0.873	0.927	0.927	ssDNA	1370	0	100.000	0.000
k141_32184||full	0.400	0.847	0.847	ssDNA	1383	0	25.000	0.000
k141_66308||full	0.680	0.493	0.680	dsDNAphage	2644	0	16.700	0.000
k141_43700||full	0.433	0.747	0.747	ssDNA	972	0	50.000	0.000
k141_32224||full	0.900	0.773	0.900	dsDNAphage	3540	0	25.000	0.000
k141_134632||full	0.293	0.533	0.533	ssDNA	2958	0	33.300	0.000
k141_66351||full	0.853	0.940	0.940	ssDNA	2042	0	75.000	0.000
k141_111935||full	0.687	0.987	0.987	ssDNA	1165	0	66.700	0.000
k141_21000||full	0.753	0.907	0.907	ssDNA	1486	0	33.300	0.000
k141_89330||full	0.520	0.500	0.520	dsDNAphage	1093	0	50.000	0.000
k141_66385||full	0.380	0.967	0.967	ssDNA	2794	0	66.700	0.000
k141_123222||full	0.987	0.973	0.987	dsDNAphage	1736	0	75.000	0.000
k141_43778||full	0.740	0.187	0.740	dsDNAphage	1321	0	33.300	0.000
k141_100642||full	0.680	0.160	0.680	dsDNAphage	1684	0	50.000	25.000
k141_134714||full	0.713	0.160	0.713	dsDNAphage	1571	0	33.300	0.000
k141_100665||full	0.667	0.060	0.667	dsDNAphage	3041	0	50.000	16.700
k141_179907||full	0.993	0.833	0.993	dsDNAphage	3203	0	66.700	0.000
k141_145853||full	0.393	0.753	0.753	ssDNA	1371	0	50.000	0.000
k141_66502||full	0.827	0.280	0.827	dsDNAphage	1371	0	100.000	0.000
k141_112115||full	0.533	0.760	0.760	ssDNA	1523	0	25.000	0.000
k141_32419||full	0.993	0.973	0.993	dsDNAphage	1256	0	75.000	0.000
k141_66533||full	0.573	0.260	0.573	dsDNAphage	1110	0	33.300	0.000
k141_43919||full	0.887	0.127	0.887	dsDNAphage	1062	0	33.300	0.000
k141_157383||full	0.307	0.773	0.773	ssDNA	1578	0	50.000	0.000
k141_89548||full	0.687	0.440	0.687	dsDNAphage	1291	0	33.300	0.000
k141_100845||full	0.593	0.153	0.593	dsDNAphage	3330	0	40.000	0.000
k141_180051||full	0.633	0.960	0.960	ssDNA	1850	0	33.300	0.000
k141_157416||full	0.527	1.000	1.000	ssDNA	1101	0	50.000	0.000
k141_100874||full	0.547	0.180	0.547	dsDNAphage	1637	0	33.300	0.000
k141_55152||full	0.960	1.000	1.000	ssDNA	1089	0	100.000	0.000
k141_168774||full	0.747	0.987	0.987	ssDNA	782	0	50.000	0.000
k141_9567||full	0.973	0.840	0.973	dsDNAphage	1704	0	20.000	0.000
k141_146036||full	0.473	0.820	0.820	ssDNA	2068	0	25.000	0.000
k141_44049||full	0.667	0.967	0.967	ssDNA	1137	0	50.000	0.000
k141_146054||full	1.000	0.987	1.000	dsDNAphage	1670	1	50.000	0.000
k141_100944||full	0.947	0.453	0.947	dsDNAphage	1593	0	50.000	0.000
k141_180135||full	0.953	0.193	0.953	dsDNAphage	2302	0	14.300	0.000
k141_168838||full	0.953	0.993	0.993	ssDNA	1481	0	66.700	0.000
k141_157489||full	0.727	0.820	0.820	ssDNA	1486	0	50.000	0.000
k141_66700||full	0.507	0.967	0.967	ssDNA	1351	0	50.000	0.000
k141_123588||full	0.753	0.953	0.953	ssDNA	657	0	50.000	0.000
k141_55193||full	0.653	0.053	0.653	dsDNAphage	2735	0	28.600	14.300
k141_9656||full	0.960	0.953	0.960	dsDNAphage	1661	0	100.000	0.000
k141_100985||full	0.953	0.600	0.953	dsDNAphage	881	1	50.000	0.000
k141_157552||full	0.813	0.747	0.813	dsDNAphage	2027	0	100.000	0.000
k141_146138||full	0.607	0.487	0.607	dsDNAphage	1693	0	50.000	0.000
k141_168916||full	0.780	0.587	0.780	dsDNAphage	1094	0	100.000	0.000
k141_157578||full	0.407	0.627	0.627	ssDNA	2692	0	33.300	0.000
k141_9698||full	0.673	0.827	0.827	ssDNA	1216	0	25.000	0.000
k141_146170||full	0.513	0.027	0.513	dsDNAphage	1678	0	20.000	0.000
k141_168967||full	0.913	0.987	0.987	ssDNA	1637	0	66.700	0.000
k141_21457||full	0.587	0.567	0.587	dsDNAphage	1993	0	33.300	0.000
k141_55290||full	0.580	0.867	0.867	ssDNA	1373	0	50.000	0.000
k141_112476||full	0.420	0.593	0.593	ssDNA	2466	0	33.300	0.000
k141_112479||full	0.647	0.993	0.993	ssDNA	1316	0	66.700	0.000
k141_89848||full	0.987	0.980	0.987	dsDNAphage	1270	2	100.000	0.000
k141_78110||full	0.647	0.407	0.647	dsDNAphage	2573	0	66.700	0.000
k141_146250||full	0.713	0.487	0.713	dsDNAphage	1464	0	33.300	0.000
k141_112504||full	0.873	0.880	0.880	ssDNA	1343	0	50.000	0.000
k141_157689||full	0.927	0.893	0.927	dsDNAphage	1261	1	33.300	0.000
k141_157700||full	0.500	0.053	0.500	dsDNAphage	1195	0	25.000	0.000
k141_44269||full	0.493	0.527	0.527	ssDNA	1046	0	33.300	0.000
k141_135216||full	0.367	0.673	0.673	ssDNA	1957	0	25.000	0.000
k141_55401||full	0.713	0.420	0.713	dsDNAphage	1201	0	100.000	0.000
k141_180381||full	0.707	0.580	0.707	dsDNAphage	2521	0	20.000	0.000
k141_78190||full	0.340	0.840	0.840	ssDNA	1583	0	50.000	0.000
k141_135265||full	0.793	0.867	0.867	ssDNA	1355	0	20.000	0.000
k141_180414||full	0.947	0.973	0.973	ssDNA	2185	0	100.000	0.000
k141_55454||full	0.840	1.000	1.000	ssDNA	1115	0	33.300	0.000
k141_55470||full	0.860	0.333	0.860	dsDNAphage	784	0	50.000	0.000
k141_44352||full	1.000	0.907	1.000	dsDNAphage	5289	3	66.700	0.000
k141_21633||full	0.520	0.920	0.920	ssDNA	1930	0	25.000	0.000
k141_123894||full	0.953	0.700	0.953	dsDNAphage	1817	0	40.000	0.000
k141_44359||full	0.560	0.173	0.560	dsDNAphage	1249	0	66.700	33.300
k141_78273||full	0.513	1.000	1.000	ssDNA	1975	0	66.700	0.000
k141_180502||full	0.847	0.840	0.847	dsDNAphage	1017	0	100.000	0.000
k141_67034||full	0.727	0.020	0.727	dsDNAphage	4134	1	25.000	0.000
k141_180505||full	0.567	0.400	0.567	dsDNAphage	1096	0	50.000	0.000
k141_157852||full	0.947	0.107	0.947	dsDNAphage	2279	3	50.000	0.000
k141_146423||full	0.427	0.720	0.720	ssDNA	1834	0	25.000	0.000
k141_135363||full	0.253	0.813	0.813	ssDNA	2359	0	50.000	0.000
k141_123966||full	0.547	0.253	0.547	dsDNAphage	1031	0	33.300	0.000
k141_9998||full	0.880	0.927	0.927	ssDNA	1056	0	50.000	0.000
k141_32967||full	0.980	0.827	0.980	dsDNAphage	1932	1	50.000	0.000
k141_112729||full	0.987	0.973	0.987	dsDNAphage	1095	0	75.000	0.000
k141_67101||full	0.633	0.367	0.633	dsDNAphage	1193	0	25.000	0.000
k141_180564||full	0.980	0.920	0.980	dsDNAphage	1731	1	40.000	0.000
k141_44485||full	0.667	0.100	0.667	dsDNAphage	2213	0	50.000	25.000
k141_44500||full	0.487	1.000	1.000	ssDNA	974	0	50.000	0.000
k141_33016||full	0.887	0.407	0.887	dsDNAphage	2554	1	66.700	0.000
k141_55610||full	0.240	0.867	0.867	ssDNA	2393	0	25.000	0.000
k141_124031||full	0.747	0.807	0.807	ssDNA	2425	0	50.000	0.000
k141_44513||full	0.553	0.693	0.693	ssDNA	1600	0	33.300	0.000
k141_157937||full	0.447	0.920	0.920	ssDNA	1296	0	50.000	0.000
k141_169297||full	0.593	0.407	0.593	dsDNAphage	1994	0	25.000	0.000
k141_124065||full	0.973	0.973	0.973	dsDNAphage	1529	0	66.700	0.000
k141_21840||full	0.547	0.100	0.547	dsDNAphage	1101	0	33.300	0.000
